locus_name	id	strand	chrom	start	end	strand	nfeats	width	model_cov	ltr5_model	int_model	ltr3_model	family
HERVH_13q31.2a	HERVH_0909	prototype	chr13	87838703	87844363	-	8	5660	4894	LTR7	HERVH-int	LTR7	HERVH
HERVL_13q31.2a	HERVL_0775	oneside	chr13	87858489	87859704	-	2	1215	786		HERVL-int	MLT2A1	HERVL
HERV9_13q31.2	HERV9_0257	oneside	chr13	87985875	87989671	+	3	3796	3258	LTR12F	HERV9-int		HERV9
PABLB_13q31.2	PABLB_0041	internal	chr13	88002761	88008265	-	3	5504	3358		PABL_B-int		PABLB
HERVL_13q31.2b	HERVL_0776	prototype	chr13	88931361	88936719	+	6	5358	4206	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_13q31.2b	HERVH_0910	prototype	chr13	89165073	89170998	-	8	5925	4883	LTR7	HERVH-int	LTR7	HERVH
HERVL_13q31.3a	HERVL_0777	prototype	chr13	90246706	90250306	+	4	3600	2231	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_13q31.3b	HERVL_0778	oneside	chr13	90255979	90257955	-	2	1976	1433		HERVL-int	MLT2A2	HERVL
PABLB_13q31.3	PABLB_0042	internal	chr13	90309016	90313839	+	5	4823	2618		PABL_B-int		PABLB
HERVL_13q31.3c	HERVL_0779	oneside	chr13	90805564	90808741	-	2	3177	2763	MLT2A2	HERVL-int		HERVL
HERVL18_13q31.3	HERVL18_0108	prototype	chr13	91265670	91270681	-	3	5011	4606	LTR18A	HERVL18-int	LTR18A	HERVL18
HERVH_13q31.3a	HERVH_0911	prototype	chr13	91491817	91497398	+	8	5581	4891	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVH_13q31.3b	HERVH_0912	prototype	chr13	91500826	91506532	-	8	5706	4883	LTR7	HERVH-int	LTR7	HERVH
HML1_13q31.3	HML1_0057	prototype	chr13	93691647	93697030	+	7	5383	1825	LTR14B	HERVK14-int	LTR14B	HML1
HERVW_13q31.3	HERVW_0171	internal	chr13	93693065	93695734	+	4	2669	2666		HERV17-int		HERVW
HERVL_13q32.2a	HERVL_0780	oneside	chr13	98239661	98245236	-	2	5575	5189		HERVL-int	MLT2A1	HERVL
HERVH_13q32.2	HERVH_0913	prototype	chr13	98294571	98300463	+	7	5892	5099	LTR7	HERVH-int	LTR7	HERVH
HERVL_13q32.2b	HERVL_0781	prototype	chr13	98419816	98426205	-	3	6389	5651	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV3_13q32.3	HERV3_0037	oneside	chr13	99412602	99420570	+	3	7968	6549	LTR61	HERV3-int		HERV3
HERV9_13q32.3a	HERV9_0258	prototype	chr13	100729583	100737179	+	5	7596	5910	LTR12C	HERV9-int	LTR12C	HERV9
HERV9_13q32.3b	HERV9_0259	oneside	chr13	100934516	100938211	+	2	3695	3336	LTR12C	HERV9-int		HERV9
MER61_13q32.3	MER61_0235	prototype	chr13	101055858	101061886	-	7	6028	4600	MER61A	MER61-int	MER61A	MER61
HML5_13q33.1	HML5_0075	prototype	chr13	103320173	103324916	-	5	4743	3604	LTR22C	HERVK22-int	LTR22C	HML5
HERVL_13q33.1a	HERVL_0782	oneside	chr13	104123111	104124658	-	2	1547	949		HERVL-int	MLT2A2	HERVL
HERVL_13q33.1b	HERVL_0783	oneside	chr13	104688769	104690095	-	3	1326	891		HERVL-int	MLT2A1	HERVL
HERVH_13q33.2	HERVH_0914	prototype	chr13	104859942	104866174	-	7	6232	5454	LTR7	HERVH-int	LTR7	HERVH
HERV9_13q33.3	HERV9_0260	oneside	chr13	108544366	108549978	-	2	5612	4817	LTR12	HERV9-int		HERV9
HERVL_13q33.3	HERVL_0784	prototype	chr13	109871285	109877793	-	4	6508	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_13q33.3	HERVH_0915	prototype	chr13	109917437	109923464	+	6	6027	5164	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_13q34	HERVL_0785	oneside	chr13	110600614	110604901	+	5	4287	3608		HERVL-int	MLT2A1	HERVL
HERV9_13q34	HERV9_0261	prototype	chr13	111841560	111851459	-	3	9899	8396	LTR12	HERV9-int	LTR12	HERV9
HERVI_14q11.2	HERVI_0043	oneside	chr14	19123786	19126226	+	2	2440	1947	LTR10A	HERVI-int		HERVI
HERVL_14q11.2	HERVL_0786	prototype	chr14	21035474	21041697	+	4	6223	5322	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL18_14q11.2	HERVL18_0109	oneside	chr14	21068460	21075464	+	5	7004	6289		HERVL18-int	LTR18A	HERVL18
HERVH_14q11.2a	HERVH_0916	prototype	chr14	21168994	21174738	+	7	5744	5127	LTR7C	HERVH-int	LTR7C	HERVH
PABLB_14q11.2a	PABLB_0043	internal	chr14	21176479	21182825	-	3	6346	5886		PABL_B-int		PABLB
PABLB_14q11.2b	PABLB_0044	internal	chr14	21225458	21226593	+	2	1135	869		PABL_B-int		PABLB
PABLB_14q11.2c	PABLB_0045	internal	chr14	21226673	21231522	+	6	4849	2334		PABL_B-int		PABLB
HERVH_14q11.2b	HERVH_0917	prototype	chr14	21282676	21284889	-	5	2213	1614	LTR7B	HERVH-int	LTR7B	HERVH
HERVH48_14q11.2	HERVH48_0037	prototype	chr14	21298929	21304883	-	5	5954	5261	MER48	HERVH48-int	MER48	HERVH48
HERVW_14q11.2	HERVW_0172	prototype	chr14	22704431	22712069	+	5	7638	6330	LTR17	HERV17-int	LTR17	HERVW
HERVFRD_14q11.2	HERVFRD_0072	prototype	chr14	24090654	24097283	+	5	6629	5393	MER50	MER50-int	MER50	HERVFRD
HERV9_14q11.2	HERV9_0262	prototype	chr14	24104835	24107605	+	4	2770	1051	LTR12D	HERV9-int	LTR12D	HERV9
HERV3_14q11.2	HERV3_0038	prototype	chr14	24161760	24168177	+	7	6417	4806	LTR61	HERV3-int	LTR61	HERV3
HML2_14q11.2	HML2_0063	prototype	chr14	24478904	24484985	-	4	6081	3838	LTR5A	HERVK-int	LTR5A	HML2
HERVL_14q12a	HERVL_0787	prototype	chr14	25750256	25756639	-	4	6383	5528	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_14q12a	HERVH_0918	prototype	chr14	25894777	25900135	-	7	5358	4548	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q12b	HERVL_0788	internal	chr14	26203350	26203972	+	1	622	649		HERVL-int		HERVL
HERVL_14q12c	HERVL_0789	prototype	chr14	27586918	27592131	-	5	5213	4229	MLT2A1	HERVL-int	MLT2A1	HERVL
HML6_14q12	HML6_0047	prototype	chr14	28879913	28889979	+	7	10066	5485	LTR3A	HERVK3-int	LTR3A	HML6
HERVL_14q12d	HERVL_0790	prototype	chr14	29640030	29645936	+	5	5906	5009	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV3_14q12	HERV3_0039	internal	chr14	30117774	30119738	-	4	1964	1698		HERV3-int		HERV3
HERVL_14q12e	HERVL_0791	internal	chr14	30517183	30520830	+	1	3647	3658		HERVL-int		HERVL
HERVL18_14q12	HERVL18_0110	oneside	chr14	30996358	30999569	-	2	3211	2800		HERVL18-int	LTR18A	HERVL18
HERVH_14q12b	HERVH_0919	prototype	chr14	31715567	31720344	-	6	4777	3872	LTR7Y	HERVH-int	LTR7Y	HERVH
HERV9_14q12	HERV9_0263	prototype	chr14	32174024	32181895	-	4	7871	4670	LTR12D	HERV9-int	LTR12D	HERV9
HERVFRD_14q12	HERVFRD_0073	prototype	chr14	32709961	32719854	-	5	9893	7592	MER50	MER50-int	MER50	HERVFRD
HERVH_14q13.1	HERVH_0920	oneside	chr14	35120747	35124406	+	4	3659	2747		HERVH-int	LTR7B	HERVH
HERVL18_14q13.2	HERVL18_0111	prototype	chr14	36481844	36484946	-	8	3102	1873	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVW_14q21.1	HERVW_0173	internal	chr14	38573435	38576501	+	3	3066	2942		HERV17-int		HERVW
HERVH_14q21.1a	HERVH_0921	prototype	chr14	38659842	38665730	+	7	5888	5049	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q21.1a	HERVL_0792	prototype	chr14	40362405	40368927	+	4	6522	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_14q21.1b	HERVL_0793	prototype	chr14	40476062	40481235	+	4	5173	4471	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_14q21.1c	HERVL_0794	internal	chr14	41335353	41336059	-	1	706	712		HERVL-int		HERVL
HERVL_14q21.1d	HERVL_0795	prototype	chr14	41703123	41709621	-	3	6498	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_14q21.1b	HERVH_0922	prototype	chr14	41985073	41991084	+	6	6011	5261	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q21.1e	HERVL_0796	oneside	chr14	42520966	42524510	+	4	3544	3160		HERVL-int	MLT2A1	HERVL
HML3_14q21.1	HML3_0160	prototype	chr14	42776305	42783392	-	4	7087	6027	MER9a3	HERVK9-int	MER9a3	HML3
HERVL_14q21.1f	HERVL_0797	oneside	chr14	42923605	42929022	+	4	5417	4779	MLT2A2	HERVL-int		HERVL
HERVFRD_14q21.1	HERVFRD_0074	internal	chr14	43131972	43134266	-	2	2294	2274		MER50-int		HERVFRD
HERVL_14q21.1g	HERVL_0798	oneside	chr14	43229285	43230468	-	3	1183	735	MLT2A2	HERVL-int		HERVL
HML5_14q21.1	HML5_0076	internal	chr14	43273473	43276325	+	1	2852	2835		HERVK22-int		HML5
HERVL_14q21.2a	HERVL_0799	internal	chr14	43751149	43753411	-	2	2262	2293		HERVL-int		HERVL
MER61_14q21.2	MER61_0236	oneside*	chr14	44848472	44857773	-	7	9301	5098		MER61-int	MER61A	MER61
HML5_14q21.2	HML5_0077	prototype	chr14	44884728	44888409	+	5	3681	2325	LTR22C	HERVK22-int	LTR22C	HML5
HERVL_14q21.2b	HERVL_0800	internal	chr14	45001336	45001868	-	1	532	601		HERVL-int		HERVL
HERVL_14q21.2c	HERVL_0801	prototype	chr14	45134796	45141041	+	3	6245	5651	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVW_14q21.2	HERVW_0174	oneside	chr14	45488687	45492897	-	2	4210	3857		HERV17-int	LTR17	HERVW
HERVH_14q21.2a	HERVH_0923	oneside	chr14	45964164	45968935	-	6	4771	4362		HERVH-int	LTR7	HERVH
HML1_14q21.2	HML1_0058	internal	chr14	46183453	46184648	-	5	1195	1014		HERVK14-int		HML1
HERVL_14q21.2d	HERVL_0802	prototype	chr14	46444553	46451230	-	3	6677	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_14q21.2b	HERVH_0924	prototype	chr14	46481635	46487306	-	8	5671	4887	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q21.2c	HERVH_0925	prototype	chr14	47013208	47018871	+	8	5663	4887	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_14q21.3a	HERVH_0926	prototype	chr14	47573399	47577968	+	7	4569	3695	LTR7	HERVH-int	LTR7	HERVH
HERV9_14q21.3	HERV9_0264	oneside	chr14	48668503	48672600	+	3	4097	3501		HERV9-int	LTR12_	HERV9
HERVH_14q21.3b	HERVH_0927	prototype	chr14	48724401	48730143	-	7	5742	5099	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q21.3c	HERVH_0928	prototype	chr14	48731598	48737485	-	7	5887	5040	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q22.1a	HERVH_0929	prototype	chr14	51359879	51363600	+	4	3721	2800	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q22.1a	HERVL_0803	internal	chr14	51840566	51843533	+	1	2967	2959		HERVL-int		HERVL
HERVE_14q22.1	HERVE_0093	internal	chr14	52215304	52219274	+	2	3970	3943		HERVE-int		HERVE
HML3_14q22.1	HML3_0161	prototype	chr14	52631316	52639295	+	5	7979	5161	MER9a3	HERVK9-int	MER9a3	HML3
HERVH_14q22.1b	HERVH_0930	prototype	chr14	53595462	53602270	+	5	6808	6339	LTR7B	HERVH-int	LTR7B	HERVH
HERVL18_14q22.1	HERVL18_0112	prototype	chr14	53740271	53746083	-	7	5812	4856	LTR18B	HERVL18-int	LTR18B	HERVL18
HERVW_14q22.1	HERVW_0175	oneside	chr14	53828360	53829723	+	5	1363	1033		HERV17-int	LTR17	HERVW
HERVL_14q22.1b	HERVL_0804	oneside	chr14	54023413	54028861	+	3	5448	4986	MLT2A1	HERVL-int		HERVL
HML3_14q22.3a	HML3_0162	internal	chr14	57503075	57503742	-	2	667	691		HERVK9-int		HML3
HERVL_14q22.3a	HERVL_0805	internal	chr14	57608388	57609341	-	1	953	996		HERVL-int		HERVL
HERVL_14q22.3b	HERVL_0806	prototype	chr14	57793821	57802273	-	4	8452	5670	MLT2A1	HERVL-int	MLT2A1	HERVL
HML3_14q22.3b	HML3_0163	oneside	chr14	57832674	57834728	+	3	2054	1544	MER9a3	HERVK9-int		HML3
HERVL_14q23.1	HERVL_0807	prototype	chr14	58187315	58193909	+	5	6594	5652	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_14q23.1	HERVW_0176	oneside	chr14	58588998	58592862	+	4	3864	3533		HERV17-int	LTR17	HERVW
HERVH_14q23.1a	HERVH_0931	oneside	chr14	59912082	59916503	+	8	4421	3972		HERVH-int	LTR7	HERVH
HERVH_14q23.1b	HERVH_0932	prototype	chr14	61599969	61605878	-	7	5909	5099	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q23.2a	HERVL_0808	internal	chr14	63094972	63097768	-	5	2796	2491		HERVL-int		HERVL
HERVL_14q23.2b	HERVL_0809	oneside	chr14	63324121	63327057	-	2	2936	2514		HERVL-int	MLT2A1	HERVL
MER61_14q23.3	MER61_0237	prototype	chr14	67406093	67412136	-	4	6043	5214	MER61B	MER61-int	MER61B	MER61
HML6_14q24.2	HML6_0048	prototype	chr14	70278179	70282740	+	6	4561	3751	LTR3A	HERVK3-int	LTR3A	HML6
HERVL_14q24.2a	HERVL_0810	prototype	chr14	70288597	70294538	-	5	5941	5011	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_14q24.2a	HERVH_0933	prototype	chr14	70760203	70768646	-	3	8443	7712	LTR7	HERVH-int	LTR7	HERVH
HERVH48_14q24.2	HERVH48_0038	prototype	chr14	70811368	70817202	+	5	5834	5218	MER48	HERVH48-int	MER48	HERVH48
HERVL_14q24.2b	HERVL_0811	prototype	chr14	70898681	70903180	-	5	4499	4130	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV3_14q24.2	HERV3_0040	prototype	chr14	70903180	70910194	-	4	7014	5815	LTR4	HERV3-int	LTR4	HERV3
HERVH_14q24.2b	HERVH_0934	prototype	chr14	71590923	71596723	+	8	5800	4883	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q24.2c	HERVL_0812	prototype	chr14	71926099	71932837	-	5	6738	5652	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_14q24.2d	HERVL_0813	prototype	chr14	72402695	72408594	-	5	5899	4961	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_14q24.2c	HERVH_0935	prototype	chr14	73595159	73600744	-	6	5585	4729	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q24.3a	HERVH_0936	prototype	chr14	74170041	74175916	+	7	5875	5049	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_14q24.3b	HERVH_0937	prototype	chr14	76046840	76052840	-	6	6000	5031	LTR7B	HERVH-int	LTR7B	HERVH
HERVFRD_14q24.3	HERVFRD_0075	prototype	chr14	78096284	78102989	-	10	6705	2850	MER50	MER50-int	MER50	HERVFRD
HERVL_14q31.1a	HERVL_0814	prototype	chr14	80691152	80697599	-	3	6447	5626	MLT2A1	HERVL-int	MLT2A1	HERVL
HML5_14q31.1	HML5_0078	prototype	chr14	80930730	80939385	+	4	8655	6833	LTR22B	HERVK22-int	LTR22B	HML5
HERV9_14q31.1	HERV9_0265	prototype	chr14	81979313	81982933	+	3	3620	3052	LTR12	HERV9-int	LTR12C	HERV9
HERVL_14q31.1b	HERVL_0815	oneside	chr14	82310443	82315428	-	2	4985	4447	MLT2A2	HERVL-int		HERVL
MER61_14q31.1a	MER61_0238	internal	chr14	82318841	82319854	-	2	1013	950		MER61-int		MER61
HERVH_14q31.1	HERVH_0938	oneside	chr14	82527246	82532125	-	6	4879	4455		HERVH-int	LTR7	HERVH
MER61_14q31.1b	MER61_0239	oneside	chr14	83336557	83339449	+	2	2892	2632		MER61-int	MER61A	MER61
HERVL_14q31.2	HERVL_0816	prototype	chr14	83818311	83819668	+	5	1357	800	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_14q31.3a	HERVH_0939	prototype	chr14	84966593	84972317	-	8	5724	4890	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q31.3a	HERVL_0817	prototype	chr14	85727137	85730048	-	5	2911	1958	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_14q31.3b	HERVH_0940	prototype	chr14	86198780	86204945	-	7	6165	5385	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q31.3b	HERVL_0818	prototype	chr14	86394174	86400499	-	5	6325	5451	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_14q31.3c	HERVL_0819	oneside	chr14	86881949	86883890	-	2	1941	1497		HERVL-int	MLT2A1	HERVL
HERVH_14q31.3c	HERVH_0941	prototype	chr14	87197929	87203404	+	7	5475	4913	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q31.3d	HERVH_0942	prototype	chr14	87701034	87707135	-	6	6101	5259	LTR7	HERVH-int	LTR7	HERVH
HERVL_14q32.11	HERVL_0820	oneside	chr14	90693968	90700282	+	4	6314	5215		HERVL-int	MLT2A2	HERVL
HERVW_14q32.11	HERVW_0177	oneside	chr14	91692008	91693212	-	3	1204	874		HERV17-int	LTR17	HERVW
HERV9_14q32.12	HERV9_0266	oneside	chr14	92132432	92135317	+	4	2885	1929		HERV9-int	LTR12	HERV9
HERVH_14q32.12a	HERVH_0943	prototype	chr14	92508098	92516165	-	6	8067	7180	LTR7	HERVH-int	LTR7	HERVH
MER61_14q32.12	MER61_0240	internal	chr14	93085309	93086472	-	3	1163	704		MER61-int		MER61
HERVI_14q32.12	HERVI_0044	prototype	chr14	93088788	93094452	-	4	5664	5068	LTR10G	HERVI-int	LTR10G	HERVI
HERVH_14q32.12b	HERVH_0944	oneside	chr14	93226083	93229886	+	2	3803	3259	LTR7C	HERVH-int		HERVH
HERVL_14q32.12	HERVL_0821	oneside	chr14	93823634	93827687	+	4	4053	3033	MLT2A2	HERVL-int		HERVL
HERVH_14q32.12c	HERVH_0945	prototype	chr14	94025737	94031316	-	4	5579	4671	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q32.2a	HERVH_0946	prototype	chr14	96439367	96445197	+	7	5830	5095	LTR7	HERVH-int	LTR7	HERVH
HERVFRD_14q32.2	HERVFRD_0076	prototype	chr14	96578493	96584800	-	6	6307	4172	MER50	MER50-int	MER50	HERVFRD
HERVH_14q32.2b	HERVH_0947	prototype	chr14	98913129	98918911	-	7	5782	5037	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q32.2c	HERVH_0948	prototype	chr14	99451541	99459276	+	6	7735	6839	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q32.31a	HERVH_0949	prototype	chr14	101771590	101777584	-	8	5994	5102	LTR7	HERVH-int	LTR7	HERVH
HERVFH21_14q32.31	HERVFH21_0024	prototype	chr14	102700171	102714834	+	5	14663	8222	LTR21A	HERVFH21-int	LTR21A	HERVFH21
HERVH_14q32.31b	HERVH_0950	prototype	chr14	102706293	102712106	+	6	5813	5353	LTR7	HERVH-int	LTR7	HERVH
HERVH_14q32.31c	HERVH_0951	oneside	chr14	102876840	102878043	+	4	1203	785		HERVH-int	LTR7	HERVH
HML1_14q32.32	HML1_0059	oneside	chr14	103636335	103641188	+	4	4853	4256	LTR14B	HERVK14-int		HML1
HML3_14q32.32	HML3_0164	prototype	chr14	103700334	103705822	+	5	5488	4452	MER9a2	HERVK9-int	MER9a2	HML3
HML2_14q32.33	HML2_0064	oneside	chr14	106139649	106142540	+	4	2891	1884		HERVK-int	LTR5B	HML2
HERVL_14q32.33a	HERVL_0822	oneside	chr14	106431251	106433044	+	2	1793	1396		HERVL-int	MLT2A2	HERVL
HERVS71_14q32.33	HERVS71_0030	prototype	chr14	106653661	106664115	-	5	10454	9127	LTR6A	HERVS71-int	LTR6A	HERVS71
HML5_14q32.33	HML5_0079	prototype	chr14	107154010	107159142	+	8	5132	5775	LTR22B	HERVK22-int	LTR22B	HML5
HERVL_14q32.33b	HERVL_0823	internal	chr14	107241644	107242299	-	1	655	648		HERVL-int		HERVL
HERV3_14q32.33	HERV3_0041	internal	chr14	107244991	107253508	-	1	8517	8422		HERV3-int		HERV3
HERVI_15q11.1	HERVI_0045	oneside	chr15	20093136	20095601	+	3	2465	1976	LTR10A	HERVI-int		HERVI
HERVL_15q11.1	HERVL_0824	oneside	chr15	20246595	20248366	+	2	1771	1396		HERVL-int	MLT2A2	HERVL
HERVL_15q11.2	HERVL_0825	oneside	chr15	21253381	21255152	+	2	1771	1396		HERVL-int	MLT2A2	HERVL
MER61_15q11.2a	MER61_0241	oneside	chr15	23722614	23725549	+	5	2935	1955	MER61A	MER61-int		MER61
MER61_15q11.2b	MER61_0242	internal	chr15	23726049	23728988	+	3	2939	1650		MER61-int		MER61
HML3_15q11.2	HML3_0165	prototype	chr15	23940763	23947113	-	5	6350	5039	MER9a3	HERVK9-int	MER9a3	HML3
HERVFRD_15q11.2	HERVFRD_0077	oneside	chr15	24312374	24314712	-	3	2338	1785	MER50B	MER50-int		HERVFRD
PABLB_15q11.2a	PABLB_0046	internal	chr15	24408891	24414133	-	4	5242	3742		PABL_B-int		PABLB
PABLB_15q11.2b	PABLB_0047	internal	chr15	24485587	24489187	-	5	3600	2469		PABL_B-int		PABLB
PABLB_15q11.2c	PABLB_0048	internal	chr15	24626101	24629681	-	3	3580	2818		PABL_B-int		PABLB
PABLB_15q11.2d	PABLB_0049	internal	chr15	24798664	24801737	-	4	3073	2152		PABL_B-int		PABLB
HERVH_15q11.2	HERVH_0952	prototype	chr15	24930506	24936174	-	8	5668	5127	LTR7	HERVH-int	LTR7	HERVH
HML3_15q12	HML3_0166	oneside	chr15	25881242	25885942	+	3	4700	4202	MER9B	HERVK9-int		HML3
HERVL_15q13.3	HERVL_0826	internal	chr15	32226904	32230018	+	3	3114	3107		HERVL-int		HERVL
HERVH_15q14a	HERVH_0953	prototype	chr15	35530829	35536038	+	8	5209	4269	LTR7Y	HERVH-int	LTR7Y	HERVH
MER61_15q14a	MER61_0243	oneside	chr15	35727614	35730454	+	6	2840	2911	MER61C	MER61-int		MER61
MER61_15q14b	MER61_0244	oneside	chr15	35730564	35732969	+	3	2405	2811		MER61-int	MER61C	MER61
HERVH_15q14b	HERVH_0954	oneside	chr15	36578028	36583076	-	7	5048	4510		HERVH-int	LTR7	HERVH
HERVH_15q14c	HERVH_0955	prototype	chr15	37528461	37533556	-	7	5095	4921	LTR7	HERVH-int	LTR7	HERVH
HML5_15q14	HML5_0080	oneside	chr15	39305000	39309346	+	5	4346	2842		HERVK22-int	LTR22C	HML5
HERVH_15q15.1a	HERVH_0956	oneside	chr15	41423493	41427331	+	3	3838	3160	LTR7B	HERVH-int		HERVH
HERVH_15q15.1b	HERVH_0957	oneside	chr15	41427647	41429819	+	4	2172	1847		HERVH-int	LTR7B	HERVH
HERVH_15q15.2	HERVH_0958	prototype	chr15	43176956	43182546	+	7	5590	5285	LTR7B	HERVH-int	LTR7B	HERVH
HERV9_15q21.1a	HERV9_0267	prototype	chr15	45154187	45168573	-	6	14386	7119	LTR12F	HERV9-int	LTR12F	HERV9
HERV9_15q21.1b	HERV9_0268	oneside	chr15	45302497	45313626	+	4	11129	3847	LTR12F	HERV9-int		HERV9
HERVK14C_15q21.1	HERVK14C_0016	prototype	chr15	45526675	45535271	-	3	8596	7387	LTR14C	HERVK14C-int	LTR14C	HERVK14C
HERVL_15q21.1a	HERVL_0827	internal	chr15	45574739	45580037	+	5	5298	2101		HERVL-int		HERVL
MER61_15q21.1	MER61_0245	internal	chr15	46437076	46437983	+	2	907	781		MER61-int		MER61
HERVL_15q21.1b	HERVL_0828	oneside	chr15	47278205	47281297	+	2	3092	2640		HERVL-int	MLT2A2	HERVL
HERVL18_15q21.1	HERVL18_0113	oneside	chr15	48342778	48343744	-	2	966	686		HERVL18-int	LTR18A	HERVL18
HERVH_15q21.2	HERVH_0959	prototype	chr15	49990714	49996953	-	7	6239	5736	LTR7	HERVH-int	LTR7	HERVH
HML5_15q21.2	HML5_0081	prototype	chr15	50124623	50136976	+	4	12353	5462	LTR22A	HERVK22-int	LTR22A	HML5
HML1_15q21.2	HML1_0060	prototype	chr15	51574440	51578121	+	7	3681	2785	LTR14B	HERVK14-int	LTR14B	HML1
HERVW_15q21.2	HERVW_0178	internal	chr15	51649562	51653005	+	2	3443	3735		HERV17-int		HERVW
HERVH_15q21.3a	HERVH_0960	prototype	chr15	53030754	53037401	+	5	6647	5756	LTR7	HERVH-int	LTR7	HERVH
HERVH_15q21.3b	HERVH_0961	prototype	chr15	53719040	53724660	-	7	5620	4673	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL18_15q21.3	HERVL18_0114	prototype	chr15	54202492	54206969	+	5	4477	3238	LTR18B	HERVL18-int	LTR18B	HERVL18
HML5_15q21.3	HML5_0082	prototype	chr15	55179004	55183771	+	4	4767	5299	LTR22C	HERVK22-int	LTR22C	HML5
HERVW_15q21.3	HERVW_0179	prototype	chr15	55597079	55604574	-	4	7495	6697	LTR17	HERV17-int	LTR17	HERVW
HERVL_15q21.3	HERVL_0829	oneside	chr15	58499545	58503148	+	4	3603	4212		HERVL-int	MLT2A1	HERVL
HML1_15q22.2	HML1_0061	prototype	chr15	62504112	62509323	-	7	5211	3525	LTR14A	HERVK14-int	LTR14A	HML1
HERVW_15q22.32	HERVW_0180	prototype	chr15	67261561	67268962	-	6	7401	6329	LTR17	HERV17-int	LTR17	HERVW
HERV3_15q23	HERV3_0042	internal	chr15	69284686	69287704	-	3	3018	3063		HERV3-int		HERV3
HERVH_15q24.1	HERVH_0962	prototype	chr15	74646484	74652125	+	6	5641	5025	LTR7	HERVH-int	LTR7	HERVH
HML1_15q24.2	HML1_0062	prototype	chr15	76555333	76562021	+	7	6688	5514	LTR14A	HERVK14-int	LTR14A	HML1
HERVL_15q25.1	HERVL_0830	oneside	chr15	79983306	79986118	-	3	2812	2074	MLT2A1	HERVL-int		HERVL
HERVI_15q25.2a	HERVI_0046	oneside	chr15	82665829	82673154	-	3	7325	6845		HERVI-int	LTR10G	HERVI
HERVI_15q25.2b	HERVI_0047	prototype	chr15	82951689	82960671	-	5	8982	7531	LTR10G	HERVI-int	LTR10G	HERVI
HERVI_15q25.2c	HERVI_0048	oneside	chr15	83042371	83049698	-	3	7327	6847		HERVI-int	LTR10G	HERVI
HERVI_15q25.2d	HERVI_0049	prototype	chr15	83155776	83164779	+	6	9003	7531	LTR10G	HERVI-int	LTR10G	HERVI
HERVH_15q25.2	HERVH_0963	prototype	chr15	83371128	83377152	+	6	6024	5497	LTR7	HERVH-int	LTR7	HERVH
HML2_15q25.2	HML2_0065	internal	chr15	84829019	84832364	+	1	3345	3522		HERVK-int		HML2
HERVI_15q25.3	HERVI_0050	prototype	chr15	85762272	85771100	+	6	8828	7531	LTR10G	HERVI-int	LTR10G	HERVI
HERVH_15q25.3a	HERVH_0964	oneside	chr15	87585199	87588739	+	6	3540	3167		HERVH-int	LTR7	HERVH
HERVH_15q25.3b	HERVH_0965	prototype	chr15	88374337	88380253	+	7	5916	5049	LTR7	HERVH-int	LTR7	HERVH
